Fri Aug 07 2015 02:00:00 GMT+0200 (Central European Summer Time),16654,N,0,0,0,0,0.00,0.00,0.00
Sat Aug 08 2015 02:00:00 GMT+0200 (Central European Summer Time),16655,N,0,0,0,0,0.00,0.00,0.00
Sun Aug 09 2015 02:00:00 GMT+0200 (Central European Summer Time),16656,N,0,0,0,0,0.00,0.00,0.00
Mon Aug 10 2015 02:00:00 GMT+0200 (Central European Summer Time),16657,N,0,0,0,0,0.00,0.00,0.00
Tue Aug 11 2015 02:00:00 GMT+0200 (Central European Summer Time),16658,N,0,0,0,0,0.00,0.00,0.00
Wed Aug 12 2015 02:00:00 GMT+0200 (Central European Summer Time),16659,N,0,0,0,0,0.00,0.00,0.00
Thu Aug 13 2015 02:00:00 GMT+0200 (Central European Summer Time),16660,N,0,0,0,0,0.00,0.00,0.00
Fri Aug 14 2015 02:00:00 GMT+0200 (Central European Summer Time),16661,N,0,0,0,0,0.00,0.00,0.00
Sat Aug 15 2015 02:00:00 GMT+0200 (Central European Summer Time),16662,N,0,0,0,0,0.00,0.00,0.00
Sun Aug 16 2015 02:00:00 GMT+0200 (Central European Summer Time),16663,N,0,0,0,0,0.00,0.00,0.00
Mon Aug 17 2015 02:00:00 GMT+0200 (Central European Summer Time),16664,N,0,0,0,0,0.00,0.00,0.00
Tue Aug 18 2015 02:00:00 GMT+0200 (Central European Summer Time),16665,N,0,0,0,0,0.00,0.00,0.00
Wed Aug 19 2015 02:00:00 GMT+0200 (Central European Summer Time),16666,N,0,0,0,0,0.00,0.00,0.00
Thu Aug 20 2015 02:00:00 GMT+0200 (Central European Summer Time),16667,N,0,0,0,0,0.00,0.00,0.00
Fri Aug 21 2015 02:00:00 GMT+0200 (Central European Summer Time),16668,N,0,0,0,0,0.00,0.00,0.00
Sat Aug 22 2015 02:00:00 GMT+0200 (Central European Summer Time),16669,N,0,0,0,0,0.00,0.00,0.00
Sun Aug 23 2015 02:00:00 GMT+0200 (Central European Summer Time),16670,N,0,0,0,0,0.00,0.00,0.00
Mon Aug 24 2015 02:00:00 GMT+0200 (Central European Summer Time),16671,N,0,0,0,0,0.00,0.00,0.00
Tue Aug 25 2015 02:00:00 GMT+0200 (Central European Summer Time),16672,N,0,0,0,0,0.00,0.00,0.00
Wed Aug 26 2015 02:00:00 GMT+0200 (Central European Summer Time),16673,N,0,0,0,0,0.00,0.00,0.00
Thu Aug 27 2015 02:00:00 GMT+0200 (Central European Summer Time),16674,N,0,0,0,0,0.00,0.00,0.00
Fri Aug 28 2015 02:00:00 GMT+0200 (Central European Summer Time),16675,N,0,0,0,0,0.00,0.00,0.00
Sat Aug 29 2015 02:00:00 GMT+0200 (Central European Summer Time),16676,N,0,0,0,0,0.00,0.00,0.00
Sun Aug 30 2015 02:00:00 GMT+0200 (Central European Summer Time),16677,N,0,0,0,0,0.00,0.00,0.00
Mon Aug 31 2015 02:00:00 GMT+0200 (Central European Summer Time),16678,N,0,0,0,0,0.00,0.00,0.00
Tue Sep 01 2015 02:00:00 GMT+0200 (Central European Summer Time),16679,N,0,0,0,0,0.00,0.00,0.00
Wed Sep 02 2015 02:00:00 GMT+0200 (Central European Summer Time),16680,N,0,0,0,0,0.00,0.00,0.00
Thu Sep 03 2015 02:00:00 GMT+0200 (Central European Summer Time),16681,N,0,0,0,0,0.00,0.00,0.00
Fri Sep 04 2015 02:00:00 GMT+0200 (Central European Summer Time),16682,N,0,0,0,0,0.00,0.00,0.00
Sat Sep 05 2015 02:00:00 GMT+0200 (Central European Summer Time),16683,N,0,0,0,0,0.00,0.00,0.00
Sun Sep 06 2015 02:00:00 GMT+0200 (Central European Summer Time),16684,N,0,0,0,0,0.00,0.00,0.00
Mon Sep 07 2015 02:00:00 GMT+0200 (Central European Summer Time),16685,N,0,0,0,0,0.00,0.00,0.00
Tue Sep 08 2015 02:00:00 GMT+0200 (Central European Summer Time),16686,N,0,0,0,0,0.00,0.00,0.00
Wed Sep 09 2015 02:00:00 GMT+0200 (Central European Summer Time),16687,N,0,0,0,0,0.00,0.00,0.00
Thu Sep 10 2015 02:00:00 GMT+0200 (Central European Summer Time),16688,N,0,0,0,0,0.00,0.00,0.00
Fri Sep 11 2015 02:00:00 GMT+0200 (Central European Summer Time),16689,N,0,0,0,0,0.00,0.00,0.00
